Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group
228843,1st Care Ltd t/a Acorn Care Home,51112338,R5806,Residential Care (Adults),2916.44,03/11/2016,People Group
228843,1st Care Ltd t/a Acorn Care Home,51125566,R5806,Residential Care (Adults),2916.44,28/11/2016,People Group
224477,1st Class School Improvement Ltd,51102468,R4409,Consultancy,500,10/11/2016,Communities
224477,1st Class School Improvement Ltd,51108797,R4443,Professional Fees Admin,750,18/11/2016,Schools
223628,A and K Home Care Services Ltd,51115970,R5805,Homecare - External Domiciliary (Adults),916.86,10/11/2016,People Group
223628,A and K Home Care Services Ltd,51118179,R5805,Homecare - External Domiciliary (Adults),1850.24,25/11/2016,People Group
223628,A and K Home Care Services Ltd,51118158,R5805,Homecare - External Domiciliary (Adults),693.84,25/11/2016,People Group
223628,A and K Home Care Services Ltd,51118154,R5805,Homecare - External Domiciliary (Adults),925.12,25/11/2016,People Group
223628,A and K Home Care Services Ltd,51118160,R5805,Homecare - External Domiciliary (Adults),1156.4,25/11/2016,People Group
225317,A Lowrie Care Services Ltd T/A Cornerstone Children's Homes,51106492,R5848,Residential Care (Children),15000,18/11/2016,People Group
231981,A Rose Woodwork & Decorating,51126326,R2001,Buildings Maintenance,1016,29/11/2016,Schools
232396,A.C. Lloyd Homes Ltd,51113431,R4007,Equipment,35675,09/11/2016,Resources
200114,Abacus Day Nursery,51114615,R6106,Private Providers - Early Years Funding,5459.84,14/11/2016,Communities
200114,Abacus Day Nursery,51118052,R6106,Private Providers - Early Years Funding,5405.4,28/11/2016,Communities
200115,Abacus Pre-School Nursery Ltd,51114744,R6106,Private Providers - Early Years Funding,7317.8,14/11/2016,Communities
223099,Abacus Training Centre Ltd,51110439,R1601,Training - External,1150,25/11/2016,Fire and Rescue
221450,Abbey Fire (UK) Ltd,51112066,C1030,"New Construction, Conversion & Renovation",667.66,18/11/2016,Capital
221450,Abbey Fire (UK) Ltd,51106274,R2023,Mechanical (LM),1225.8,18/11/2016,Resources
221450,Abbey Fire (UK) Ltd,51106302,R2023,Mechanical (LM),1703,18/11/2016,Resources
221450,Abbey Fire (UK) Ltd,51106270,R2023,Mechanical (LM),2050,18/11/2016,Resources
231359,Abbey Offices Park Ltd,51108665,R5702,Payments to External Contractors,2410,18/11/2016,Communities
231359,Abbey Offices Park Ltd,51108664,R5702,Payments to External Contractors,1095,18/11/2016,Communities
200121,Abbey Preschool,51114697,R6106,Private Providers - Early Years Funding,1944.94,14/11/2016,Communities
230978,Abbotswood Lodge Ltd,51112337,R5806,Residential Care (Adults),1772.52,03/11/2016,People Group
230978,Abbotswood Lodge Ltd,51125565,R5806,Residential Care (Adults),1772.52,28/11/2016,People Group
223033,ABC Fostering Services Ltd,51113964,R5822,Foster Care Payments - External,3207.86,09/11/2016,People Group
223033,ABC Fostering Services Ltd,51097641,R5822,Foster Care Payments - External,3207.86,22/11/2016,People Group
223033,ABC Fostering Services Ltd,51124599,R5822,Foster Care Payments - External,3314.79,28/11/2016,People Group
223033,ABC Fostering Services Ltd,51124588,R5822,Foster Care Payments - External,3207.86,28/11/2016,People Group
223033,ABC Fostering Services Ltd,51127516,R5820,Agency Services - Joint Arrangements Private Contractors,3036.43,30/11/2016,People Group
209852,ABC Teachers Ltd,51100168,R1101,Agency Staff Pay,1263.45,03/11/2016,Schools
209852,ABC Teachers Ltd,51101877,R1101,Agency Staff Pay,1263.45,11/11/2016,Schools
200131,Aberconwy Car & Van Hire Ltd,51107386,R3004,Repair & Maintenance Of Vehicles,510.26,23/11/2016,Communities
201709,About Me Care and Support Ltd,51111788,R5818,Community Services External,4270.5,02/11/2016,People Group
201709,About Me Care and Support Ltd,51111782,R5818,Community Services External,4364.82,02/11/2016,People Group
208057,Access Control Solutions (UK) Ltd,51097188,R2003,Devolved Maintenance (Via Local),644,01/11/2016,Schools
219926,Accessible Transport Group Ltd (ATG),51126386,R5204,Concessionary Fares,1750,29/11/2016,Communities
215546,Acorn Care and Education Ltd,51124535,R6107,SEN Statements Funding - Non-Maintained Schools,3333.33,25/11/2016,Communities
215546,Acorn Care and Education Ltd,51124542,R6107,SEN Statements Funding - Non-Maintained Schools,11482,25/11/2016,Communities
215546,Acorn Care and Education Ltd,51124537,R6107,SEN Statements Funding - Non-Maintained Schools,12162,28/11/2016,Communities
215546,Acorn Care and Education Ltd,51124533,R6107,SEN Statements Funding - Non-Maintained Schools,12490.33,28/11/2016,Communities
215546,Acorn Care and Education Ltd,51124536,R6107,SEN Statements Funding - Non-Maintained Schools,12188,28/11/2016,Communities
215546,Acorn Care and Education Ltd,51124541,R6107,SEN Statements Funding - Non-Maintained Schools,12162,28/11/2016,Communities
215546,Acorn Care and Education Ltd,51124554,R6107,SEN Statements Funding - Non-Maintained Schools,11826.33,28/11/2016,Communities
215546,Acorn Care and Education Ltd,51124561,R6107,SEN Statements Funding - Non-Maintained Schools,11826.33,28/11/2016,Communities
215546,Acorn Care and Education Ltd,51124564,R6107,SEN Statements Funding - Non-Maintained Schools,11826.33,28/11/2016,Communities
