Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group
224477,1st Class School Improvement Ltd,51485661,R4441,Professional Fees,"1,000.00",28/02/2019,Schools
200114,Abacus Day Nursery,51495024,R6106,Early Years Funding (PVIs and LA),"29,475.47",28/02/2019,Communities
200115,Abacus Pre-School Nursery Ltd,51495007,R6106,Early Years Funding (PVIs and LA),"5,521.16",28/02/2019,Communities
223099,Abacus Training Centre Ltd,51480367,R4008,Equipment - Access To Work,690.00,15/02/2019,Fire and Rescue
221450,Abbey Fire (UK) Ltd,51483981,R2023,Property Services Mechanical (LM),634.25,15/02/2019,Resources
231359,Abbey Offices Park Ltd,51475823,R4015,Equipment Repair & Maintenance,"2,270.00",07/02/2019,Communities
237324,Abingdon & Witney College,51489358,R5702,Payments to External Contractors,795.66,18/02/2019,Communities
201875,About Interiors Ltd t/a E & M Services,51475362,C1030,"New Construction, Conversion & Renovation","2,826.00",06/02/2019,Capital
236194,Absolute Translations Ltd,51495327,R5702,Payments to External Contractors,696.47,28/02/2019,Communities
224722,Access Intelligence Media & Communications Ltd,51492965,R4512,Software,"12,000.00",27/02/2019,Resources
219926,Accessible Transport Group Ltd (ATG),51494750,R5704,Public Transport,"3,390.00",27/02/2019,Communities
236890,Acorn Children's Home (Branston) Ltd,51487006,R5806,Residential Care,"20,006.43",15/02/2019,People Group
200146,Acorn Wood Day Nursery,51495044,R6106,Early Years Funding (PVIs and LA),"23,350.50",28/02/2019,Communities
200150,Act On Energy,51480169,R4409,Consultancy,"4,493.75",15/02/2019,Resources
200150,Act On Energy,51479806,R5702,Payments to External Contractors,"24,972.50",21/02/2019,Communities
220313,Adana Management Group Ltd,51474874,R1101,Agency Staff Pay,"2,058.60",01/02/2019,Resources
237834,A-Day Consultants Ltd t/a Academics,51479424,R1101,Agency Staff Pay,780.00,15/02/2019,Schools
237834,A-Day Consultants Ltd t/a Academics,51479429,R1101,Agency Staff Pay,975.00,15/02/2019,Schools
237834,A-Day Consultants Ltd t/a Academics,51483779,R1101,Agency Staff Pay,975.00,15/02/2019,Schools
200169,Addaction - Henley House,51476963,R5702,Payments to External Contractors,"4,471.16",08/02/2019,Communities
218364,Adler and Allan Ltd,51482016,R4015,Equipment Repair & Maintenance,572.48,20/02/2019,Communities
218364,Adler and Allan Ltd,51484192,R4015,Equipment Repair & Maintenance,632.52,22/02/2019,Communities
200184,ADT Fire and Security Plc,51478642,R2002,Building Maintenance,597.71,14/02/2019,Schools
200187,Advance Housing & Support Ltd,51484670,R5851,Supported Living,563.20,04/02/2019,People Group
200187,Advance Housing & Support Ltd,51484681,R5851,Supported Living,563.20,04/02/2019,People Group
