election_id,election_type,election_date,district_name,division_name,division_url,division_openlylocal_id,result_votes_total,result_url,candidate_votes,candidate_elected,party_name,party_short_name,party_resource_uri,person_id,person_first_name,person_middle_names,person_last_name,person_all_names
2,council,05/05/2005,Rugby,Admirals ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/05aaa15dffa8159a80256ffc002c5dcb?OpenDocument,9836,3102,http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/7D96AE7A8F60BE8F80256F460052B486,1225,0,Conservative,Con,http://openelectiondata.org/id/parties/25,3054,Craig,,Humphrey,CraigHumphrey
2,council,05/05/2005,Rugby,Admirals ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/05aaa15dffa8159a80256ffc002c5dcb?OpenDocument,9836,3102,http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/7D96AE7A8F60BE8F80256F460052B486,1366,1,Labour,Lab,http://openelectiondata.org/id/parties/6,3055,Denham,Thomas,Cavanagh,DenhamThomasCavanagh
2,council,05/05/2005,Rugby,Admirals ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/05aaa15dffa8159a80256ffc002c5dcb?OpenDocument,9836,3102,http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/7D96AE7A8F60BE8F80256F460052B486,511,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,3056,Dorothy,Irene,Neville,DorothyIreneNeville
2,council,05/05/2005,Stratford,Alcester ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/7583e7e75035e8b180256ffc002c5de6?OpenDocument,9837,4181,http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/FE3674811722B69680256F85005270EF,592,0,Labour,Lab,http://openelectiondata.org/id/parties/6,3058,John,Murray,Ritchie,JohnMurrayRitchie
2,council,05/05/2005,Stratford,Alcester ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/7583e7e75035e8b180256ffc002c5de6?OpenDocument,9837,4181,http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/FE3674811722B69680256F85005270EF,2162,1,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,2810,Nina,Blanche,Knapman,NinaBlancheKnapman
2,council,05/05/2005,Stratford,Alcester ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/7583e7e75035e8b180256ffc002c5de6?OpenDocument,9837,4181,http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/FE3674811722B69680256F85005270EF,1427,0,Conservative,Con,http://openelectiondata.org/id/parties/25,3057,Paul,Charles,Martin,PaulCharlesMartin
2,council,05/05/2005,Nuneaton and Bedworth,Arbury & Stockingford ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/760437f7e47d3eee80256ffc002c5ddf?OpenDocument,9838,14771,http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/EEEF2A5ADE2987ED80256F460052B47E,2433,0,Conservative,Con,http://openelectiondata.org/id/parties/25,3060,Thomas,George,Wilson,ThomasGeorgeWilson
2,council,05/05/2005,Nuneaton and Bedworth,Arbury & Stockingford ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/760437f7e47d3eee80256ffc002c5ddf?OpenDocument,9838,14771,http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/EEEF2A5ADE2987ED80256F460052B47E,3888,1,Labour,Lab,http://openelectiondata.org/id/parties/6,2815,Barry,James,Longden,BarryJamesLongden
2,council,05/05/2005,Nuneaton and Bedworth,Arbury & Stockingford ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/760437f7e47d3eee80256ffc002c5ddf?OpenDocument,9838,14771,http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/EEEF2A5ADE2987ED80256F460052B47E,4240,1,Labour,Lab,http://openelectiondata.org/id/parties/6,3061,Patricia,,Henry,PatriciaHenry
2,council,05/05/2005,Nuneaton and Bedworth,Arbury & Stockingford ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/760437f7e47d3eee80256ffc002c5ddf?OpenDocument,9838,14771,http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/EEEF2A5ADE2987ED80256F460052B47E,2578,0,Conservative,Con,http://openelectiondata.org/id/parties/25,3059,David,Stuart,Bryden,DavidStuartBryden
2,council,05/05/2005,Nuneaton and Bedworth,Arbury & Stockingford ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/760437f7e47d3eee80256ffc002c5ddf?OpenDocument,9838,14771,http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/EEEF2A5ADE2987ED80256F460052B47E,1632,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,3062,Glen,Leslie Joseph,Dunton,GlenLeslie JosephDunton
2,council,05/05/2005,North Warwickshire,Arley ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/d09bd1da4c3258a280256ffc002c5dd0?OpenDocument,9839,4023,http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/9A8521A0876F50C280256F460052B45F,1812,1,Conservative,Con,http://openelectiondata.org/id/parties/25,2819,Colin,Charles,Hayfield,ColinCharlesHayfield
2,council,05/05/2005,North Warwickshire,Arley ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/d09bd1da4c3258a280256ffc002c5dd0?OpenDocument,9839,4023,http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/9A8521A0876F50C280256F460052B45F,1472,0,Labour,Lab,http://openelectiondata.org/id/parties/6,3043,Celia,,Banner,CeliaBanner
2,council,05/05/2005,North Warwickshire,Arley ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/d09bd1da4c3258a280256ffc002c5dd0?OpenDocument,9839,4023,http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/9A8521A0876F50C280256F460052B45F,739,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,3063,John,Neville,Andrews,JohnNevilleAndrews
2,council,05/05/2005,North Warwickshire,Aston Cantlow ,https://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/a85b5432807427fb80256ffc002c5dd7?OpenDocument,9840,4411,http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/C931967A1C54649980256F460052B475,2830,1,Conservative,Con,http://openelectiondata.org/id/parties/25,3064,Richard,Guy,Hobbs,RichardGuyHobbs
2,council,05/05/2005,North Warwickshire,Aston Cantlow ,https://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/a85b5432807427fb80256ffc002c5dd7?OpenDocument,9840,4411,http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/C931967A1C54649980256F460052B475,1581,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,3065,Karen,Margaret,Yarrow,KarenMargaretYarrow
2,council,05/05/2005,North Warwickshire,Atherstone ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/783f2b487ca8c5f380256ffc002c5de7?OpenDocument,9841,3332,http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/7DEFEF5B192DC37B80256F8500528B87,1418,1,Labour,Lab,http://openelectiondata.org/id/parties/6,2826,Anne,,Forwood,AnneForwood
